727	[99, 113, 522, 1336, 2197, 4623, 0]
728	[99, 113, 522, 1336, 550, 1195, 0]
729	[99, 113, 522, 1336, 2197, 4625, 0]
731	[99, 113, 522, 1336, 2348, 4872, 0]
732	[99, 113, 522, 1336, 130, 285, 0]
735	[99, 113, 522, 1336, 2197, 4624, 0]
738	[99, 113, 522, 1336, 2087, 4447, 0]
747	[99, 113, 522, 1336, 3822, 7792, 0]
749	[99, 113, 522, 1336, 0, 11635, 0]
751	[99, 113, 522, 1336, 550, 1193, 0]
755	[99, 113, 522, 1336, 550, 1194, 0]
762	[99, 113, 522, 1336, 550, 1196, 0]
769	[99, 7, 619, 101, 300, 666, 0]
770	[99, 7, 619, 101, 300, 667, 0]
774	[99, 7, 344, 216, 606, 1370, 0]
777	[99, 113, 379, 506, 1344, 2927, 0]
779	[99, 7, 619, 101, 1728, 3711, 0]
783	[99, 7, 619, 1596, 4493, 9260, 0]
784	[99, 7, 619, 1596, 3614, 7392, 0]
786	[99, 7, 619, 1596, 4493, 9245, 0]
787	[99, 7, 619, 1596, 4493, 9247, 0]
788	[99, 7, 619, 1596, 4493, 9249, 0]
807	[99, 7, 344, 216, 606, 1373, 0]
813	[31, 49, 150, 409, 1145, 2408, 0]
817	[13, 26, 76, 207, 577, 1321, 0]
818	[13, 26, 76, 207, 577, 1325, 0]
820	[13, 26, 76, 207, 577, 1326, 0]
821	[13, 26, 76, 207, 3982, 8097, 0]
831	[12, 66, 369, 938, 821, 1830, 0]
833	[57, 107, 276, 701, 1939, 4134, 0]
837	[13, 26, 76, 1484, 4186, 8520, 0]
839	[13, 26, 76, 1496, 5476, 11540, 0]
840	[13, 26, 76, 1496, 2384, 4920, 0]
847	[99, 30, 98, 1298, 3685, 7549, 0]
850	[60, 112, 283, 727, 1992, 4261, 0]
851	[60, 112, 283, 727, 1992, 4262, 0]
865	[12, 180, 648, 1674, 3843, 7817, 0]
870	[99, 113, 120, 337, 1611, 3411, 0]
873	[109, 85, 222, 584, 1578, 3367, 0]
876	[109, 85, 222, 584, 1586, 3376, 0]
878	[109, 85, 222, 584, 4789, 9872, 0]
879	[109, 85, 222, 584, 3031, 6152, 0]
880	[109, 85, 222, 584, 2991, 6061, 0]
881	[109, 85, 222, 584, 3457, 7108, 0]
882	[109, 85, 222, 584, 3457, 7108, 1261]
883	[109, 85, 222, 584, 3457, 7108, 1260]
884	[109, 85, 222, 584, 3457, 7107, 1258]
891	[109, 86, 225, 587, 1589, 3384, 0]
897	[109, 83, 220, 580, 1577, 3366, 0]
899	[109, 85, 222, 581, 1580, 3369, 0]
907	[12, 180, 759, 1946, 3042, 6164, 0]
913	[99, 7, 344, 1219, 3459, 7113, 0]
920	[99, 2, 9, 17, 40, 94, 0]
921	[99, 7, 344, 1972, 305, 678, 0]
927	[99, 113, 159, 813, 2239, 4706, 0]
930	[99, 2, 9, 17, 40, 95, 0]
931	[99, 30, 478, 1852, 5134, 10784, 0]
944	[99, 7, 619, 101, 1728, 3709, 0]
945	[99, 7, 619, 101, 1728, 3710, 0]
948	[99, 7, 619, 101, 300, 668, 0]
950	[99, 7, 619, 101, 3417, 7016, 0]
951	[99, 7, 619, 101, 1728, 3712, 0]
955	[99, 7, 619, 101, 5448, 11483, 0]
956	[99, 7, 619, 101, 5448, 11484, 0]
960	[15, 25, 75, 206, 576, 1320, 0]
964	[99, 30, 98, 1298, 2301, 4802, 0]
966	[99, 113, 490, 1246, 3525, 7238, 0]
971	[12, 180, 648, 1674, 4707, 9635, 0]
979	[13, 110, 278, 711, 1027, 2183, 0]
984	[13, 233, 668, 1720, 3848, 7826, 0]
985	[13, 77, 209, 549, 1479, 3214, 0]
986	[13, 110, 278, 711, 1951, 4163, 0]
997	[13, 77, 209, 1113, 1734, 3721, 0]
1019	[13, 110, 278, 711, 944, 2043, 0]
1035	[99, 7, 344, 1219, 115, 258, 0]
1044	[99, 7, 669, 677, 1844, 3955, 0]
1048	[99, 113, 159, 424, 2990, 6059, 0]
1049	[99, 113, 159, 424, 197, 420, 0]
1050	[99, 113, 159, 424, 5104, 10709, 0]
1052	[99, 113, 159, 639, 2234, 4696, 0]
1053	[99, 113, 159, 639, 2234, 4697, 0]
1054	[99, 113, 159, 639, 1723, 3702, 0]
1057	[99, 113, 159, 424, 5136, 10787, 0]
1058	[99, 113, 159, 424, 5135, 10786, 0]
1061	[99, 7, 612, 0, 4457, 9177, 0]
1063	[99, 7, 612, 1319, 1068, 2275, 0]
1066	[99, 30, 613, 1589, 4462, 9194, 0]
1071	[99, 7, 4, 9, 4468, 9207, 0]
1074	[99, 7, 344, 1588, 4458, 9178, 0]
1075	[99, 7, 612, 1319, 4291, 8751, 0]
1076	[99, 7, 344, 1219, 4471, 9211, 0]
1078	[99, 7, 344, 1219, 4471, 9212, 0]
1079	[99, 7, 344, 240, 697, 1553, 0]
1080	[99, 7, 344, 45, 114, 254, 0]
1082	[99, 7, 614, 1591, 2945, 5958, 0]
1083	[99, 7, 614, 1591, 2945, 5960, 0]
1084	[99, 7, 614, 1591, 3792, 7753, 0]
1085	[99, 7, 614, 1591, 4472, 9215, 0]
1086	[99, 7, 615, 1592, 4473, 9216, 0]
1092	[32, 51, 154, 414, 1154, 2434, 0]
1094	[32, 51, 154, 414, 1154, 2436, 0]
1098	[32, 51, 154, 414, 4237, 8634, 0]
1100	[32, 51, 154, 414, 3865, 7849, 0]
1102	[32, 51, 154, 414, 4237, 8633, 0]
1108	[33, 53, 156, 416, 1156, 2442, 0]
1122	[45, 75, 161, 128, 373, 819, 0]
1124	[45, 75, 485, 417, 1157, 2443, 0]
1126	[45, 75, 161, 1110, 3170, 6414, 0]
1128	[45, 75, 161, 1110, 3170, 6415, 0]
1131	[45, 75, 694, 1783, 4977, 10443, 0]
1140	[45, 75, 694, 1783, 4977, 10440, 1888]
1144	[45, 75, 161, 743, 2051, 10457, 0]
1147	[45, 75, 694, 1073, 4978, 10458, 0]
